country,Year,Sex,Religion,Value,Gallup2022NonReligious,Gallup2022Atheist,Gallup2017Combined,Pew2010Unaffiliated
AU,2011.0,Both Sexes,No Religion,4796786.0,,,63.0,24.2
AU,2011.0,Both Sexes,Not Specified,170401.0,,,63.0,24.2
AU,2011.0,Both Sexes,Jehovah's Witnesses,85636.0,,,63.0,24.2
AU,2011.0,Both Sexes,Not Stated,1839650.0,,,63.0,24.2
AU,2011.0,Both Sexes,Christian nfd,470939.0,,,63.0,24.2
AU,2011.0,Both Sexes,Chinese Religions,5151.0,,,63.0,24.2
AU,2011.0,Both Sexes,Presbyterian and Reformed,599517.0,,,63.0,24.2
AU,2011.0,Both Sexes,Japanese Religions,1640.0,,,63.0,24.2
AU,2011.0,Both Sexes,Nature and earth based religions,32083.0,,,63.0,24.2
AU,2011.0,Both Sexes,"Theism, nec",3882.0,,,63.0,24.2
AU,2011.0,Both Sexes,Zoroastrianism,2541.0,,,63.0,24.2
AU,2011.0,Both Sexes,Australian Aboriginal Traditional Religion,7362.0,,,63.0,24.2
AU,2011.0,Both Sexes,Assyrian Apostolic,10588.0,,,63.0,24.2
AU,2011.0,Both Sexes,Oriental Orthodox,41261.0,,,63.0,24.2
AU,2011.0,Male,Total,10634012.0,,,63.0,24.2
AU,2011.0,Male,Anglican,1730112.0,,,63.0,24.2
AU,2011.0,Male,Baha'i,6548.0,,,63.0,24.2
AU,2011.0,Male,Baptist,166187.0,,,63.0,24.2
AU,2011.0,Male,Brethren,10532.0,,,63.0,24.2
AU,2011.0,Male,Buddhist,240186.0,,,63.0,24.2
AU,2011.0,Male,Catholic,2607250.0,,,63.0,24.2
AU,2011.0,Male,Church of Christ,22085.0,,,63.0,24.2
AU,2011.0,Male,Druze,1579.0,,,63.0,24.2
AU,2011.0,Male,Eastern Orthodox,278398.0,,,63.0,24.2
AU,2011.0,Male,Hindu,148463.0,,,63.0,24.2
AU,2011.0,Male,Islam ,249024.0,,,63.0,24.2
AU,2011.0,Male,Judaism,47060.0,,,63.0,24.2
AU,2011.0,Male,Latter Day Saints,28313.0,,,63.0,24.2
AU,2011.0,Male,Lutheran,119067.0,,,63.0,24.2
AU,2011.0,Male,Pentecostal,109726.0,,,63.0,24.2
AU,2011.0,Male,Salvation Army,26401.0,,,63.0,24.2
AU,2011.0,Male,Seventh Day Adventist,28744.0,,,63.0,24.2
AU,2011.0,Male,Sikh,42229.0,,,63.0,24.2
AU,2011.0,Male,Spiritualist,3166.0,,,63.0,24.2
AU,2011.0,Male,United Church,476639.0,,,63.0,24.2
AU,2011.0,Male,Other Christians,17921.0,,,63.0,24.2
AU,2011.0,Male,Other Protestant,28330.0,,,63.0,24.2
AU,2011.0,Male,Other Religions,10810.0,,,63.0,24.2
AU,2011.0,Male,No Religion,2554108.0,,,63.0,24.2
AU,2011.0,Male,Not Specified,107152.0,,,63.0,24.2
AU,2011.0,Male,Jehovah's Witnesses,37480.0,,,63.0,24.2
AU,2011.0,Male,Not Stated,979922.0,,,63.0,24.2
AU,2011.0,Male,Christian nfd,219925.0,,,63.0,24.2
AU,2011.0,Male,Chinese Religions,2883.0,,,63.0,24.2
AU,2011.0,Male,Presbyterian and Reformed,287700.0,,,63.0,24.2
AU,2011.0,Male,Japanese Religions,627.0,,,63.0,24.2
AU,2011.0,Male,Nature and earth based religions,11966.0,,,63.0,24.2
AU,2011.0,Male,"Theism, nec",2287.0,,,63.0,24.2
AU,2011.0,Male,Zoroastrianism,1386.0,,,63.0,24.2
AU,2011.0,Male,Australian Aboriginal Traditional Religion,3802.0,,,63.0,24.2
AU,2011.0,Male,Assyrian Apostolic,5116.0,,,63.0,24.2
AU,2011.0,Male,Oriental Orthodox,20888.0,,,63.0,24.2
AU,2011.0,Female,Total,10873707.0,,,63.0,24.2
AU,2011.0,Female,Anglican,1949795.0,,,63.0,24.2
AU,2011.0,Female,Baha'i,7157.0,,,63.0,24.2
AU,2011.0,Female,Baptist,186312.0,,,63.0,24.2
AU,2011.0,Female,Brethren,11200.0,,,63.0,24.2
AU,2011.0,Female,Buddhist,288793.0,,,63.0,24.2
AU,2011.0,Female,Catholic,2832016.0,,,63.0,24.2
AU,2011.0,Female,Church of Christ,27603.0,,,63.0,24.2
AU,2011.0,Female,Druze,1394.0,,,63.0,24.2
AU,2011.0,Female,Eastern Orthodox,284674.0,,,63.0,24.2
AU,2011.0,Female,Hindu,127073.0,,,63.0,24.2
AU,2011.0,Female,Islam ,227267.0,,,63.0,24.2
AU,2011.0,Female,Judaism,50274.0,,,63.0,24.2
AU,2011.0,Female,Latter Day Saints,31457.0,,,63.0,24.2
AU,2011.0,Female,Lutheran,132865.0,,,63.0,24.2
AU,2011.0,Female,Pentecostal,128258.0,,,63.0,24.2
AU,2011.0,Female,Salvation Army,33761.0,,,63.0,24.2
AU,2011.0,Female,Seventh Day Adventist,34258.0,,,63.0,24.2
AU,2011.0,Female,Sikh,30067.0,,,63.0,24.2
AU,2011.0,Female,Spiritualist,8387.0,,,63.0,24.2
AU,2011.0,Female,United Church,589155.0,,,63.0,24.2
AU,2011.0,Female,Other Christians,19753.0,,,63.0,24.2
AU,2011.0,Female,Other Protestant,31910.0,,,63.0,24.2
AU,2011.0,Female,Other Religions,8083.0,,,63.0,24.2
AU,2011.0,Female,No Religion,2242678.0,,,63.0,24.2
AU,2011.0,Female,Not Specified,63249.0,,,63.0,24.2
AU,2011.0,Female,Jehovah's Witnesses,48156.0,,,63.0,24.2
AU,2011.0,Female,Not Stated,859728.0,,,63.0,24.2
AU,2011.0,Female,Christian nfd,251014.0,,,63.0,24.2
AU,2011.0,Female,Chinese Religions,2268.0,,,63.0,24.2
AU,2011.0,Female,Presbyterian and Reformed,311817.0,,,63.0,24.2
AU,2011.0,Female,Japanese Religions,1013.0,,,63.0,24.2
AU,2011.0,Female,Nature and earth based religions,20117.0,,,63.0,24.2
AU,2011.0,Female,"Theism, nec",1595.0,,,63.0,24.2
AU,2011.0,Female,Zoroastrianism,1155.0,,,63.0,24.2
AU,2011.0,Female,Australian Aboriginal Traditional Religion,3560.0,,,63.0,24.2
AU,2011.0,Female,Assyrian Apostolic,5472.0,,,63.0,24.2
AU,2011.0,Female,Oriental Orthodox,20373.0,,,63.0,24.2
BW,2011.0,Both Sexes,Total,2024904.0,,,,20.6
BW,2011.0,Both Sexes,Badimo,60613.0,,,,20.6
BW,2011.0,Both Sexes,Baha'i,2074.0,,,,20.6
BW,2011.0,Both Sexes,Christian,1171537.0,,,,20.6
BW,2011.0,Both Sexes,Hindu,3729.0,,,,20.6
BW,2011.0,Both Sexes,Muslim,10941.0,,,,20.6
BW,2011.0,Both Sexes,Rastafarian,2030.0,,,,20.6
BW,2011.0,Both Sexes,Other,1461.0,,,,20.6
BW,2011.0,Both Sexes,No Religion,225416.0,,,,20.6
BW,2011.0,Both Sexes,Unknown,547103.0,,,,20.6
BW,2011.0,Male,Total,988957.0,,,,20.6
BW,2011.0,Male,Badimo,37781.0,,,,20.6
BW,2011.0,Male,Baha'i,1104.0,,,,20.6
BW,2011.0,Male,Christian,515891.0,,,,20.6
BW,2011.0,Male,Hindu,2253.0,,,,20.6
BW,2011.0,Male,Muslim,6566.0,,,,20.6
BW,2011.0,Male,Rastafarian,1519.0,,,,20.6
BW,2011.0,Male,Other,888.0,,,,20.6
BW,2011.0,Male,No Religion,145349.0,,,,20.6
BW,2011.0,Male,Unknown,277606.0,,,,20.6
BW,2011.0,Female,Total,1035947.0,,,,20.6
BW,2011.0,Female,Badimo,22832.0,,,,20.6
BW,2011.0,Female,Baha'i,970.0,,,,20.6
BW,2011.0,Female,Christian,655646.0,,,,20.6
BW,2011.0,Female,Hindu,1476.0,,,,20.6
BW,2011.0,Female,Muslim,4375.0,,,,20.6
BW,2011.0,Female,Rastafarian,511.0,,,,20.6
BW,2011.0,Female,Other,573.0,,,,20.6
BW,2011.0,Female,No Religion,80067.0,,,,20.6
BW,2011.0,Female,Unknown,269497.0,,,,20.6
BN,2011.0,Both Sexes,Total,393372.0,,,,0.4
BN,2011.0,Both Sexes,Buddhist,30814.0,,,,0.4
BN,2011.0,Both Sexes,Christian,34176.0,,,,0.4
BN,2011.0,Both Sexes,Muslim,309962.0,,,,0.4
BN,2011.0,Both Sexes,Other Religions,18420.0,,,,0.4
BN,2011.0,Male,Total,203144.0,,,,0.4
BN,2011.0,Male,Buddhist,16716.0,,,,0.4
BN,2011.0,Male,Christian,16738.0,,,,0.4
BN,2011.0,Male,Muslim,159417.0,,,,0.4
BN,2011.0,Male,Other Religions,10273.0,,,,0.4
BN,2011.0,Female,Total,190228.0,,,,0.4
BN,2011.0,Female,Buddhist,14098.0,,,,0.4
BN,2011.0,Female,Christian,17438.0,,,,0.4
BN,2011.0,Female,Muslim,150545.0,,,,0.4
BN,2011.0,Female,Other Religions,8147.0,,,,0.4
BG,2011.0,Both Sexes,Total,7364570.0,29.0,9.0,39.0,4.2
BG,2011.0,Both Sexes,Armeno-Gregorian,1715.0,29.0,9.0,39.0,4.2
BG,2011.0,Both Sexes,Catholic,48945.0,29.0,9.0,39.0,4.2
BG,2011.0,Both Sexes,Eastern Orthodox,4374135.0,29.0,9.0,39.0,4.2
BG,2011.0,Both Sexes,Muslim,577139.0,29.0,9.0,39.0,4.2
BG,2011.0,Both Sexes,Protestant,64476.0,29.0,9.0,39.0,4.2
BG,2011.0,Both Sexes,Yiddish,706.0,29.0,9.0,39.0,4.2
BG,2011.0,Both Sexes,Other,9023.0,29.0,9.0,39.0,4.2
BG,2011.0,Both Sexes,No Religion,272264.0,29.0,9.0,39.0,4.2
BG,2011.0,Both Sexes,Not Specified,409898.0,29.0,9.0,39.0,4.2
BG,2011.0,Both Sexes,Unknown,1606269.0,29.0,9.0,39.0,4.2
BG,2011.0,Male,Total,3586571.0,29.0,9.0,39.0,4.2
BG,2011.0,Male,Armeno-Gregorian,831.0,29.0,9.0,39.0,4.2
BG,2011.0,Male,Catholic,24628.0,29.0,9.0,39.0,4.2
BG,2011.0,Male,Eastern Orthodox,2056187.0,29.0,9.0,39.0,4.2
BG,2011.0,Male,Muslim,287658.0,29.0,9.0,39.0,4.2
BG,2011.0,Male,Protestant,27999.0,29.0,9.0,39.0,4.2
BG,2011.0,Male,Yiddish,333.0,29.0,9.0,39.0,4.2
BG,2011.0,Male,Other,4769.0,29.0,9.0,39.0,4.2
BG,2011.0,Male,No Religion,154310.0,29.0,9.0,39.0,4.2
BG,2011.0,Male,Not Specified,216765.0,29.0,9.0,39.0,4.2
BG,2011.0,Male,Unknown,813091.0,29.0,9.0,39.0,4.2
BG,2011.0,Female,Total,3777999.0,29.0,9.0,39.0,4.2
BG,2011.0,Female,Armeno-Gregorian,884.0,29.0,9.0,39.0,4.2
BG,2011.0,Female,Catholic,24317.0,29.0,9.0,39.0,4.2
BG,2011.0,Female,Eastern Orthodox,2317948.0,29.0,9.0,39.0,4.2
BG,2011.0,Female,Muslim,289481.0,29.0,9.0,39.0,4.2
BG,2011.0,Female,Protestant,36477.0,29.0,9.0,39.0,4.2
BG,2011.0,Female,Yiddish,373.0,29.0,9.0,39.0,4.2
BG,2011.0,Female,Other,4254.0,29.0,9.0,39.0,4.2
BG,2011.0,Female,No Religion,117954.0,29.0,9.0,39.0,4.2
BG,2011.0,Female,Not Specified,193133.0,29.0,9.0,39.0,4.2
BG,2011.0,Female,Unknown,793178.0,29.0,9.0,39.0,4.2
CA,2011.0,Both Sexes,Total,32852325.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Aboriginal spirituality,64940.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Adventist,66940.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Agnostic,36280.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Anglican,1631845.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Antiochian Orthodox Christian,1220.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Armenian Orthodox,13730.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Associated Gospel,5700.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Atheist,48675.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Baha'i,18945.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Baptist,635840.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Buddhist,366830.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Charismatic Renewal,1960.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Christadelphian,3000.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Christian Congregational,2510.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Christian and Mission Alliance,50720.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Christian or Plymouth Brethren,5370.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Christian Reformed Church,65395.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Church of Christ,15815.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Church of Jesus Christ of Latter-day Saints,105365.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Church of God,7290.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Church of Nazarene,9015.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Coptic Orthodox,16255.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Doukhobors,2290.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Dutch Reformed,4355.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Evangelical,92650.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Evangelical Free Church,6545.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Evangelical Missionary Church,7820.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Free Methodists,10555.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Gnostic,870.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Greek Orthodox,220255.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Hindu,497960.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Humanist,3450.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Interdenominational,1815.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Islam ,1053945.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Jains,3320.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Jehovah Witness,137780.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Jewish,329500.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Lutheran,478180.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Mennonite,179195.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Methodist,22750.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Mission de l'Esprit Saint,520.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Moravian,5020.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,New Age,2225.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,New Apostolic,5220.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Non-denominational,43595.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Pagan,15270.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Pentecostal,478705.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Presbyterian,472385.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Protestant nfd,550965.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Quakers,2725.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Rastafarian,1060.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Reorganized Church of Latter-day Saints,3300.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Roman Catholic,12728880.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Romanian Orthodox,7085.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Russian Orthodox,25245.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Salvation Army,70955.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Satanist,1050.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Scientology,1745.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Serbian Orthodox,22780.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Shinto,915.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Sikh,454960.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Spiritualist,4315.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Swedenborgian (New Church),840.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Taoist,3625.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Ukrainian Orthodox,23845.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Unitarian,15125.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,United Church,2007610.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Unity-New Thought-Pantheist,2565.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Vineyard Christian Fellowship,1585.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Wesleyan,13290.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Worldwide Church of God,600.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Zoroastrian,6130.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Other Catholic,28865.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Other Christians,6145.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Other Orthodox Churches,220270.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Other Religions,53685.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Other Reformed Church,22965.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,No Religion,7762200.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Ukrainian Catholic,51790.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Apostolic Christian Church,1600.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Brethren in Christ,18110.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,"Christians, n.i.e.",1475565.0,43.0,10.0,57.0,23.7
CA,2011.0,Both Sexes,Canadian Reformed Church,10120.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Total,16163115.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Aboriginal spirituality,31805.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Adventist,29965.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Agnostic,20540.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Anglican,752945.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Antiochian Orthodox Christian,565.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Armenian Orthodox,6955.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Associated Gospel,2610.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Atheist,30775.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Baha'i,9160.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Baptist,293910.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Buddhist,168465.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Charismatic Renewal,915.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Christadelphian,1355.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Christian Congregational,1165.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Christian and Mission Alliance,23550.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Christian or Plymouth Brethren,2545.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Christian Reformed Church,32155.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Church of Christ,7220.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Church of Jesus Christ of Latter-day Saints,49995.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Church of God,3550.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Church of Nazarene,3945.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Coptic Orthodox,8410.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Doukhobors,1060.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Dutch Reformed,2215.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Evangelical,43835.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Evangelical Free Church,3085.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Evangelical Missionary Church,3635.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Free Methodists,4690.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Gnostic,435.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Greek Orthodox,110145.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Hindu,250430.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Humanist,1810.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Interdenominational,675.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Islam ,540555.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Jains,1700.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Jehovah Witness,61495.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Jewish,161265.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Lutheran,221525.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Mennonite,87370.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Methodist,10255.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Mission de l'Esprit Saint,240.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Moravian,2455.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,New Age,905.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,New Apostolic,2170.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Non-denominational,19525.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Pagan,6255.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Pentecostal,217845.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Presbyterian,218950.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Protestant nfd,261670.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Quakers,1220.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Rastafarian,760.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Reorganized Church of Latter-day Saints,1595.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Roman Catholic,6126990.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Romanian Orthodox,3460.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Russian Orthodox,10920.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Salvation Army,34210.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Satanist,785.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Scientology,995.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Serbian Orthodox,11730.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Shinto,250.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Sikh,229435.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Spiritualist,1580.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Swedenborgian (New Church),370.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Taoist,1995.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Ukrainian Orthodox,10850.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Unitarian,5590.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,United Church,912545.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Unity-New Thought-Pantheist,685.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Vineyard Christian Fellowship,790.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Wesleyan,6345.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Worldwide Church of God,300.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Zoroastrian,3120.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Other Catholic,14435.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Other Christians,2985.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Other Orthodox Churches,107165.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Other Religions,23510.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Other Reformed Church,11355.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,No Religion,4172510.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Ukrainian Catholic,25170.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Apostolic Christian Church,740.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Brethren in Christ,8615.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,"Christians, n.i.e.",706180.0,43.0,10.0,57.0,23.7
CA,2011.0,Male,Canadian Reformed Church,5170.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Total,16689210.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Aboriginal spirituality,33135.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Adventist,36970.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Agnostic,15740.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Anglican,878900.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Antiochian Orthodox Christian,640.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Armenian Orthodox,6775.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Associated Gospel,3090.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Atheist,17900.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Baha'i,9785.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Baptist,341935.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Buddhist,198365.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Charismatic Renewal,1045.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Christadelphian,1645.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Christian Congregational,1345.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Christian and Mission Alliance,27175.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Christian or Plymouth Brethren,2825.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Christian Reformed Church,33240.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Church of Christ,8595.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Church of Jesus Christ of Latter-day Saints,55380.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Church of God,3740.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Church of Nazarene,5060.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Coptic Orthodox,7845.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Doukhobors,1230.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Dutch Reformed,2135.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Evangelical,48810.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Evangelical Free Church,3455.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Evangelical Missionary Church,4190.0,43.0,10.0,57.0,23.7
CA,2011.0,Female,Free Methodists,5860.0,43.0,10.0,57.0,23.7
